Регион;Округ;Год;Направления реализации государственной молодeжной политики;№ строки; Бюджет СРФ, руб ; Бюджет МО, руб ; Кол-во грантов ; Бюджет грантов, руб ; Численность молодeжи, задействованной в программных мероприятиях по направлению ; Количество детских и молодeжных общественных объединений, работающих по данному  ;;;
Челябинская область;УФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; 372 000 ; 375 750 ; 1 ; 468 240 ; 7 532 ;;;;
Челябинская область;УФО;2021;Формирование у молодeжи семейных ценностей;16; 179 150 ; 277 200 ; 2 ; 658 750 ; 78 204 ; 34 ;;;
Челябинская область;УФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; 4 014 780 ; 5 280 047 ; 11 ; 2 163 730 ; 329 063 ; 402 ;;;
Челябинская область;УФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; 42 000 ; 98 098 ;;; 31 533 ; 34 ;;;
Челябинская область;УФО;2021;      поисковых отрядов и объединений;19; 2 375 000 ; 211 750 ; 1 ; 263 000 ; 1 039 ; 14 ;;;
Челябинская область;УФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20;; 170 000 ; 1 ; 70 000 ; 20 124 ; 33 ;;;
Челябинская область;УФО;2021;      молодeжных казачьих объединений;21; 60 000 ;;;; 250 ; 12 ;;;
Челябинская область;УФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; 240 670 ; 189 955 ; 1 ; 114 943 ; 28 030 ; 139 ;;;
Челябинская область;УФО;2021;      другие;23; 1 297 110 ; 4 610 244 ; 8 ; 1 715 787 ; 248 087 ; 170 ;;;
Челябинская область;УФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; 1 126 000 ; 224 200 ; 1 ; 230 000 ; 200 466 ; 56 ;;;
Челябинская область;УФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; 1 244 930 ; 2 907 979 ; 2 ; 810 863 ; 24 583 ; 196 ;;;
Челябинская область;УФО;2021;Вовлечение молодeжи в здоровый образ жизни и занятия спортом, популяризация культуры безопасности в молодeжной среде;26; 25 141 983 ; 195 102 049 ; 1 ; 194 650 ; 255 510 ; 240 ;;;
Челябинская область;УФО;2021;Развитие молодeжного самоуправления;27; 561 700 ; 321 020 ; 3 ; 945 078 ; 36 349 ;;;;
Чеченская Республика;СКФО;2021;Вовлечение молодeжи в инновационную деятельность и научно-техническое творчество, в том числе:;1; -   ; -   ; -   ; -   ; 8 219 ; 10 ;;;
Чеченская Республика;СКФО;2021;      биомедицина;2; -   ; -   ; -   ; -   ; 180 ; 2 ;;;
Чеченская Республика;СКФО;2021;"      промышленные технологии
      (нанотехнологии, композиты, пр.)";3; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;      аэрокосмос;4; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;      сельское хозяйство;5; -   ; -   ; -   ; -   ; 180 ; 1 ;;;
Чеченская Республика;СКФО;2021;"      информационные технологии - IT
      (в том числе робототехника)";6; -   ; -   ; -   ; -   ; 2 790 ; 1 ;;;
Чеченская Республика;СКФО;2021;      другое;7; -   ; -   ; -   ; -   ; 5 069 ; 6 ;;;
Чеченская Республика;СКФО;2021;Социализация молодeжи, нуждающейся в особой заботе государства;8; -   ; -   ; -   ; -   ; 446 ; 1 ;;;
Чеченская Республика;СКФО;2021;Вовлечение молодeжи в работу средств массовой информации (молодeжные медиа);9; -   ; -   ; -   ; -   ; 452 ; 5 ;;;
Чеченская Республика;СКФО;2021;Содействие в подготовке и переподготовке специалистов в сфере государственной молодeжной политики;10; -   ; -   ; -   ; -   ; -   ;;;;
Чеченская Республика;СКФО;2021;Развитие международного и межрегионального молодeжного сотрудничества;11; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;Работа с молодeжью, находящейся в социально-опасном положении;12; -   ; -   ; -   ; -   ; 5 658 ; 5 ;;;
Чеченская Республика;СКФО;2021;Вовлечение молодeжи в занятие творческой деятельностью;13; -   ; -   ; -   ; -   ; 11 127 ; 16 ;;;
Чеченская Республика;СКФО;2021;Содействие профориентации и карьерным устремлениям молодeжи;14; -   ; -   ; -   ; -   ; 6 216 ; 42 ;;;
Чеченская Республика;СКФО;2021;Поддержка и взаимодействие с общественными организациями и движениями;15; -   ; -   ; -   ; -   ; 22 062 ;;;;
Чеченская Республика;СКФО;2021;Формирование у молодeжи семейных ценностей;16; -   ; -   ; -   ; -   ; 62 049 ; 49 ;;;
Чеченская Республика;СКФО;2021;Патриотическое воспитание молодeжи, в том числе:;17; -   ; -   ; -   ; -   ; 86 280 ; -   ;;;
Чеченская Республика;СКФО;2021;"      на развитие и мероприятия
      военно-патриотических клубов";18; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;      поисковых отрядов и объединений;19; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;      историко-краеведческих кружков и объединений исторической реконструкции;20; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;      молодeжных казачьих объединений;21; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;"      волонтeрских объединений в сфере
      патриотического воспитания детей
      и молодeжи";22; -   ; -   ; -   ; -   ; -   ; -   ;;;
Чеченская Республика;СКФО;2021;      другие;23; -   ; -   ; -   ; -   ; 86 280 ; -   ;;;
Чеченская Республика;СКФО;2021;Формирование российской идентичности, единства российской нации, содействие межкультурному и межконфессиональному диалогу;24; -   ; -   ; -   ; -   ; 45 279 ; 77 ;;;
Чеченская Республика;СКФО;2021;Вовлечение молодeжи в волонтeрскую деятельность;25; -   ; -   ; -   ; -   ; 240 260 ; 87 ;;;
